gender|cp|occupation_id|age_id|occupation|age_range
M|60098|0|25|other or not specified|25-34
M|56303|18|35|tradesman/craftsman|35-44
F|13066|9|35|homemaker|35-44
F|97201|17|25|technician/engineer|25-34
F|97401|3|25|clerical/admin|25-34
M|42754|10|1|K-12 student|Under 18
M|38024|7|35|executive/managerial|35-44
F|94002|0|35|other or not specified|35-44
M|90064|0|35|other or not specified|35-44
M|97401|12|25|programmer|25-34
M|19518|7|35|executive/managerial|35-44
F|89156|3|56|clerical/admin|56+
M|94114|15|56|scientist|56+
M|99945|7|18|executive/managerial|18-24
M|63041|10|1|K-12 student|Under 18
M|02882|10|18|K-12 student|18-24
M|85296|20|18|writer|18-24
M|74467|17|25|technician/engineer|25-34
F|95128|7|25|executive/managerial|25-34
M|45241|12|25|programmer|25-34
M|17067|12|25|programmer|25-34
M|02421|17|45|technician/engineer|45-49
M|98499|4|18|college/grad student|18-24
F|75087|1|50|academic/educator|50-55
M|89118|12|18|programmer|18-24
M|48108|6|25|doctor/health care|25-34
M|22903|4|18|college/grad student|18-24
M|56258|17|1|technician/engineer|Under 18
F|92627|3|25|clerical/admin|25-34
M|87543|19|18|unemployed|18-24
M|32694|17|18|technician/engineer|18-24
M|60156|0|25|other or not specified|25-34
M|91776|17|25|technician/engineer|25-34
M|95076|4|18|college/grad student|18-24
M|28223|1|56|academic/educator|56+
M|53703|4|25|college/grad student|25-34
M|11040|0|18|other or not specified|18-24
M|29307|19|18|unemployed|18-24
M|55987|0|25|other or not specified|25-34
M|77802|4|18|college/grad student|18-24
M|37601|0|25|other or not specified|25-34
M|67212|1|18|academic/educator|18-24
M|45694|17|25|technician/engineer|25-34
M|27511|7|35|executive/managerial|35-44
M|01002|17|25|technician/engineer|25-34
F|37043|14|35|sales/marketing|35-44
M|10543|20|50|writer|50-55
F|19147|14|35|sales/marketing|35-44
M|98237|6|50|doctor/health care|50-55
F|20175|7|50|executive/managerial|50-55
F|48464|20|25|writer|25-34
F|98498|5|25|customer service|25-34
F|72032|12|35|programmer|35-44
F|95776|20|25|writer|25-34
M|22801|16|25|self-employed|25-34
M|67217|4|18|college/grad student|18-24
M|90032|20|25|writer|25-34
M|37211|12|35|programmer|35-44
M|34990|0|35|other or not specified|35-44
M|89015|4|18|college/grad student|18-24
M|85226|7|25|executive/managerial|25-34
M|70508|17|25|technician/engineer|25-34
M|98006|12|25|programmer|25-34
M|94043|0|50|other or not specified|50-55
M|37930|6|25|doctor/health care|25-34
M|70002|4|18|college/grad student|18-24
F|92612|4|18|college/grad student|18-24
M|37130|4|25|college/grad student|25-34
M|92108|0|45|other or not specified|45-49
M|41076|4|18|college/grad student|18-24
M|60107|4|18|college/grad student|18-24
M|60611|7|35|executive/managerial|35-44
M|78759|7|35|executive/managerial|35-44
M|14456|2|18|artist|18-24
F|07666|1|25|academic/educator|25-34
M|92078|0|25|other or not specified|25-34
M|94530|12|35|programmer|35-44
M|39532|1|56|academic/educator|56+
F|80210|1|35|academic/educator|35-44
M|55409|2|45|artist|45-49
M|70817|4|18|college/grad student|18-24
M|53711|19|1|unemployed|Under 18
M|60657|7|35|executive/managerial|35-44
F|20874|0|45|other or not specified|45-49
M|19464|2|18|artist|18-24
M|46825|7|35|executive/managerial|35-44
F|78640|12|35|programmer|35-44
M|94952|0|56|other or not specified|56+
M|10023|11|25|lawyer|25-34
M|08540|7|56|executive/managerial|56+
M|92661|17|50|technician/engineer|50-55
M|98103|0|25|other or not specified|25-34
F|02828|3|25|clerical/admin|25-34
F|92119|14|50|sales/marketing|50-55
F|55102|0|18|other or not specified|18-24
M|49321|7|25|executive/managerial|25-34
M|92121|0|25|other or not specified|25-34
F|20009|0|18|other or not specified|18-24
M|80209|5|25|customer service|25-34
F|80228|7|25|executive/managerial|25-34
M|94121|15|25|scientist|25-34
M|75006|3|25|clerical/admin|25-34
M|60640|0|35|other or not specified|35-44
M|75287|4|18|college/grad student|18-24
M|92105|5|25|customer service|25-34
M|55447|17|25|technician/engineer|25-34
F|44092|16|25|self-employed|25-34
F|72701|2|18|artist|18-24
F|02453|6|45|doctor/health care|45-49
M|11701|17|35|technician/engineer|35-44
M|10013|14|35|sales/marketing|35-44
M|10128|12|25|programmer|25-34
M|78237|0|18|other or not specified|18-24
M|37027|7|25|executive/managerial|25-34
M|10019|7|35|executive/managerial|35-44
M|62522|7|25|executive/managerial|25-34
F|97205|0|25|other or not specified|25-34
M|91711|1|35|academic/educator|35-44
M|08820|10|1|K-12 student|Under 18
M|95814|12|45|programmer|45-49
M|01702-7224|17|50|technician/engineer|50-55
M|92026|20|18|writer|18-24
F|02144|1|25|academic/educator|25-34
M|76013|10|1|K-12 student|Under 18
M|20815|1|50|academic/educator|50-55
M|19027|6|56|doctor/health care|56+
M|26105|15|45|scientist|45-49
M|94707|10|1|K-12 student|Under 18
M|43202|4|25|college/grad student|25-34
M|90631|0|25|other or not specified|25-34
M|01720|2|18|artist|18-24
M|92018|16|45|self-employed|45-49
M|94114|17|35|technician/engineer|35-44
M|76401|14|18|sales/marketing|18-24
M|01720|2|18|artist|18-24
F|92673|14|35|sales/marketing|35-44
M|49454|10|1|K-12 student|Under 18
M|48105|0|35|other or not specified|35-44
F|14830|0|56|other or not specified|56+
F|55345|16|56|self-employed|56+
F|08820|10|1|K-12 student|Under 18
M|10024|20|45|writer|45-49
M|92153|4|18|college/grad student|18-24
M|80202|1|25|academic/educator|25-34
M|76031|0|35|other or not specified|35-44
F|85016|6|50|doctor/health care|50-55
M|31602|4|18|college/grad student|18-24
M|34683|1|50|academic/educator|50-55
M|94015|15|18|scientist|18-24
M|92130|6|25|doctor/health care|25-34
M|77005|7|25|executive/managerial|25-34
F|30605|1|25|academic/educator|25-34
F|90066|13|56|retired|56+
F|92027|0|56|other or not specified|56+
M|45432|0|56|other or not specified|56+
M|75165|13|56|retired|56+
M|92308|20|35|writer|35-44
F|28655|12|45|programmer|45-49
M|71106|10|1|K-12 student|Under 18
F|92117|6|45|doctor/health care|45-49
F|92103|1|50|academic/educator|50-55
M|92831|7|45|executive/managerial|45-49
F|98226|0|50|other or not specified|50-55
M|98226|0|50|other or not specified|50-55
F|91324|2|35|artist|35-44
M|20744-6223|0|25|other or not specified|25-34
F|30338|9|35|homemaker|35-44
M|72762|7|25|executive/managerial|25-34
F|92084|1|25|academic/educator|25-34
M|92117|6|50|doctor/health care|50-55
F|91901|1|45|academic/educator|45-49
F|92056|1|35|academic/educator|35-44
M|92173|4|18|college/grad student|18-24
M|92084|17|25|technician/engineer|25-34
M|48009|16|56|self-employed|56+
M|37212|7|25|executive/managerial|25-34
M|98642|17|50|technician/engineer|50-55
F|48073|3|35|clerical/admin|35-44
M|07869|10|1|K-12 student|Under 18
F|91105|20|25|writer|25-34
F|98199|16|56|self-employed|56+
M|53706|15|25|scientist|25-34
M|98380|5|25|customer service|25-34
F|06032|1|56|academic/educator|56+
F|97838|6|35|doctor/health care|35-44
M|49419|1|45|academic/educator|45-49
F|97401|7|35|executive/managerial|35-44
M|60538|14|35|sales/marketing|35-44
M|34567|4|18|college/grad student|18-24
M|60513|15|25|scientist|25-34
F|01060|1|25|academic/educator|25-34
F|20110-5616|20|25|writer|25-34
M|76240|10|1|K-12 student|Under 18
M|45387|20|18|writer|18-24
F|85716|6|50|doctor/health care|50-55
F|08033|12|45|programmer|45-49
M|91505|0|35|other or not specified|35-44
M|49345|7|45|executive/managerial|45-49
M|48103-8929|7|35|executive/managerial|35-44
M|21015|0|18|other or not specified|18-24
M|43056|12|56|programmer|56+
M|96753|17|50|technician/engineer|50-55
M|21044|7|35|executive/managerial|35-44
M|10009|2|45|artist|45-49
M|97478|16|56|self-employed|56+
M|97030|20|50|writer|50-55
F|21030|0|25|other or not specified|25-34
F|94941|7|50|executive/managerial|50-55
M|55104|1|35|academic/educator|35-44
M|29706|1|35|academic/educator|35-44
M|48116|2|35|artist|35-44
M|44622|11|50|lawyer|50-55
M|45244|10|1|K-12 student|Under 18
M|10016|10|18|K-12 student|18-24
F|80020|1|25|academic/educator|25-34
M|48197|0|25|other or not specified|25-34
M|94123|7|25|executive/managerial|25-34
M|10954|7|56|executive/managerial|56+
M|92262|2|56|artist|56+
F|43615|0|18|other or not specified|18-24
M|94530|12|50|programmer|50-55
F|19103|11|25|lawyer|25-34
M|27615|0|25|other or not specified|25-34
M|43615|12|25|programmer|25-34
M|02138|1|45|academic/educator|45-49
F|80026|1|25|academic/educator|25-34
M|94930|19|35|unemployed|35-44
M|98136|0|35|other or not specified|35-44
M|89113|14|35|sales/marketing|35-44
M|80110|2|25|artist|25-34
M|19116|0|18|other or not specified|18-24
M|48073|10|1|K-12 student|Under 18
M|92014|6|25|doctor/health care|25-34
M|02141|20|25|writer|25-34
F|92064|9|25|homemaker|25-34
F|99224|16|25|self-employed|25-34
M|92129|16|50|self-employed|50-55
M|32608|4|25|college/grad student|25-34
F|19004|0|56|other or not specified|56+
F|48098|17|35|technician/engineer|35-44
M|48823|11|50|lawyer|50-55
M|20706|0|50|other or not specified|50-55
M|10004|6|18|doctor/health care|18-24
F|48103|9|25|homemaker|25-34
F|02780|3|35|clerical/admin|35-44
M|45678|0|25|other or not specified|25-34
M|92109|2|18|artist|18-24
F|96803|4|18|college/grad student|18-24
M|98102|17|25|technician/engineer|25-34
M|15748|19|1|unemployed|Under 18
M|10019|20|45|writer|45-49
M|62558|15|25|scientist|25-34
F|90027|6|25|doctor/health care|25-34
M|90210|4|25|college/grad student|25-34
M|07043|11|50|lawyer|50-55
M|19320|2|25|artist|25-34
M|95136|3|25|clerical/admin|25-34
M|08003|11|35|lawyer|35-44
M|53220|4|18|college/grad student|18-24
M|01960|12|50|programmer|50-55
M|77064|3|35|clerical/admin|35-44
M|48315|7|50|executive/managerial|50-55
M|10310|0|25|other or not specified|25-34
M|92115|8|25|farmer|25-34
F|30004|1|35|academic/educator|35-44
M|02576|13|56|retired|56+
F|03054|17|45|technician/engineer|45-49
M|11220|3|35|clerical/admin|35-44
M|60044|16|56|self-employed|56+
M|30906|0|35|other or not specified|35-44
M|95616|4|18|college/grad student|18-24
M|60640|1|35|academic/educator|35-44
M|93455|20|18|writer|18-24
M|94559|0|35|other or not specified|35-44
M|00918|3|25|clerical/admin|25-34
M|92675|13|56|retired|56+
F|74135|1|35|academic/educator|35-44
M|34677|16|25|self-employed|25-34
F|19130|0|45|other or not specified|45-49
M|77005|4|18|college/grad student|18-24
F|03848|7|45|executive/managerial|45-49
M|20015|0|25|other or not specified|25-34
M|97303|7|25|executive/managerial|25-34
M|19803|16|35|self-employed|35-44
M|19425|16|50|self-employed|50-55
M|60076|5|25|customer service|25-34
F|82601|1|35|academic/educator|35-44
M|15956|2|18|artist|18-24
M|28036|7|35|executive/managerial|35-44
M|02081|7|45|executive/managerial|45-49
F|20194|15|56|scientist|56+
F|02346|1|35|academic/educator|35-44
M|76309|11|25|lawyer|25-34
M|94306|2|45|artist|45-49
M|92801|5|35|customer service|35-44
F|87004|11|50|lawyer|50-55
M|72701|20|25|writer|25-34
F|77477|10|1|K-12 student|Under 18
M|53404-1230|18|56|tradesman/craftsman|56+
M|62225|0|18|other or not specified|18-24
M|75225|6|35|doctor/health care|35-44
M|95002|14|45|sales/marketing|45-49
M|97302|1|25|academic/educator|25-34
F|60513|0|25|other or not specified|25-34
F|75214|2|35|artist|35-44
M|18360|0|35|other or not specified|35-44
M|75040|10|1|K-12 student|Under 18
M|91505|0|35|other or not specified|35-44
M|48133|0|1|other or not specified|Under 18
M|73069|17|45|technician/engineer|45-49
M|97321|1|25|academic/educator|25-34
F|97213|0|25|other or not specified|25-34
M|11235|10|18|K-12 student|18-24
M|46060|0|45|other or not specified|45-49
M|59457|19|50|unemployed|50-55
M|50265|7|35|executive/managerial|35-44
M|91344|7|25|executive/managerial|25-34
F|94402|0|25|other or not specified|25-34
M|02151|12|45|programmer|45-49
M|94402|12|35|programmer|35-44
F|77581|4|18|college/grad student|18-24
M|98105|20|25|writer|25-34
F|20036|2|45|artist|45-49
M|13045|16|50|self-employed|50-55
F|07601|7|35|executive/managerial|35-44
F|72211|6|25|doctor/health care|25-34
M|48073|17|45|technician/engineer|45-49
F|60660|6|25|doctor/health care|25-34
F|27606|3|25|clerical/admin|25-34
M|60660|3|25|clerical/admin|25-34
F|95661|9|45|homemaker|45-49
M|98115|7|25|executive/managerial|25-34
M|08854|7|56|executive/managerial|56+
M|68144-2410|4|18|college/grad student|18-24
M|48170|7|45|executive/managerial|45-49
M|27705|0|56|other or not specified|56+
M|03226|19|1|unemployed|Under 18
M|34695|7|25|executive/managerial|25-34
M|98225|4|18|college/grad student|18-24
M|08826|16|25|self-employed|25-34
F|98103|10|1|K-12 student|Under 18
M|37853|6|35|doctor/health care|35-44
M|94105|7|25|executive/managerial|25-34
M|345567|5|18|customer service|18-24
F|49525|4|18|college/grad student|18-24
M|60504|14|50|sales/marketing|50-55
F|92626|0|18|other or not specified|18-24
F|08753|6|56|doctor/health care|56+
M|80439|10|1|K-12 student|Under 18
M|92109|17|18|technician/engineer|18-24
M|94945|7|35|executive/managerial|35-44
M|77059|17|25|technician/engineer|25-34
M|60090|0|25|other or not specified|25-34
M|06417|1|35|academic/educator|35-44
M|55408|1|18|academic/educator|18-24
F|60605|7|45|executive/managerial|45-49
M|10023|11|35|lawyer|35-44
M|48105|6|35|doctor/health care|35-44
M|90241|4|18|college/grad student|18-24
F|02324|1|50|academic/educator|50-55
M|93003|1|56|academic/educator|56+
M|45904|10|18|K-12 student|18-24
F|77005|6|56|doctor/health care|56+
F|44319|16|50|self-employed|50-55
M|19104|6|18|doctor/health care|18-24
M|97215|4|18|college/grad student|18-24
F|75801|9|18|homemaker|18-24
F|60551|1|25|academic/educator|25-34
M|92121|15|25|scientist|25-34
M|10017|14|18|sales/marketing|18-24
M|02718|13|50|retired|50-55
M|90504|1|35|academic/educator|35-44
M|95616|4|18|college/grad student|18-24
M|78701|7|56|executive/managerial|56+
M|02632|14|56|sales/marketing|56+
M|91789|0|50|other or not specified|50-55
M|60156|2|25|artist|25-34
F|53715|4|18|college/grad student|18-24
M|13031|16|56|self-employed|56+
M|11788|0|25|other or not specified|25-34
M|72701|1|25|academic/educator|25-34
M|22309|17|35|technician/engineer|35-44
M|60012|7|18|executive/managerial|18-24
M|12570|13|56|retired|56+
M|98225|12|18|programmer|18-24
M|90038|2|18|artist|18-24
M|19114|20|18|writer|18-24
M|98201|13|50|retired|50-55
F|90274|7|35|executive/managerial|35-44
M|13165|4|18|college/grad student|18-24
M|12047|12|18|programmer|18-24
M|93420-2852|1|25|academic/educator|25-34
F|73069|2|45|artist|45-49
F|84770|3|25|clerical/admin|25-34
M|43623|1|18|academic/educator|18-24
M|94024|7|50|executive/managerial|50-55
M|94025|7|25|executive/managerial|25-34
M|92103|3|50|clerical/admin|50-55
F|80260|16|18|self-employed|18-24
M|98101|20|25|writer|25-34
M|92618|17|35|technician/engineer|35-44
M|98103|12|25|programmer|25-34
F|75226|20|25|writer|25-34
M|46805|15|25|scientist|25-34
M|30328|4|18|college/grad student|18-24
M|33024|10|18|K-12 student|18-24
F|53545|10|1|K-12 student|Under 18
M|90278|12|25|programmer|25-34
F|33334|2|50|artist|50-55
M|30253|7|45|executive/managerial|45-49
F|98026|1|35|academic/educator|35-44
M|48314|0|18|other or not specified|18-24
M|07017|14|18|sales/marketing|18-24
M|10025|0|25|other or not specified|25-34
F|97213|0|35|other or not specified|35-44
M|70448|10|1|K-12 student|Under 18
F|90020|19|25|unemployed|25-34
M|45014|12|25|programmer|25-34
M|94030|6|56|doctor/health care|56+
F|55126|1|50|academic/educator|50-55
F|94109|0|25|other or not specified|25-34
M|94402|20|25|writer|25-34
M|10023|3|56|clerical/admin|56+
M|94114|12|45|programmer|45-49
F|61801|0|25|other or not specified|25-34
F|10019|7|25|executive/managerial|25-34
F|91780|16|18|self-employed|18-24
F|90020|2|25|artist|25-34
M|44256|1|56|academic/educator|56+
F|01453|17|25|technician/engineer|25-34
M|48186|0|56|other or not specified|56+
M|91030|1|50|academic/educator|50-55
F|95503|20|50|writer|50-55
M|20716|7|35|executive/managerial|35-44
M|91326|10|1|K-12 student|Under 18
M|94598|19|35|unemployed|35-44
F|92354|4|25|college/grad student|25-34
F|97374|1|35|academic/educator|35-44
M|98502|19|18|unemployed|18-24
F|90210|0|1|other or not specified|Under 18
M|72212|7|45|executive/managerial|45-49
M|85712|0|25|other or not specified|25-34
M|98031|0|45|other or not specified|45-49
F|98117|0|35|other or not specified|35-44
M|98103|16|50|self-employed|50-55
M|90712|12|25|programmer|25-34
F|95617|1|25|academic/educator|25-34
F|13907|10|1|K-12 student|Under 18
F|22203|14|18|sales/marketing|18-24
M|44077|1|35|academic/educator|35-44
M|49544|10|1|K-12 student|Under 18
M|77459|13|50|retired|50-55
M|97222|0|1|other or not specified|Under 18
M|84112-2004|4|18|college/grad student|18-24
M|97006|12|35|programmer|35-44
F|06417|1|25|academic/educator|25-34
M|95076|7|25|executive/managerial|25-34
F|46814|0|56|other or not specified|56+
F|33764|7|50|executive/managerial|50-55
M|43617|0|50|other or not specified|50-55
M|12590|0|25|other or not specified|25-34
M|94127|7|35|executive/managerial|35-44
M|27519|17|25|technician/engineer|25-34
M|10027|4|18|college/grad student|18-24
F|60089|1|50|academic/educator|50-55
M|91505|0|50|other or not specified|50-55
M|94558|13|56|retired|56+
M|23602|17|35|technician/engineer|35-44
M|90292|2|25|artist|25-34
M|94118|12|25|programmer|25-34
M|13207|15|56|scientist|56+
M|12206|7|25|executive/managerial|25-34
M|48073|10|1|K-12 student|Under 18
M|19134|0|18|other or not specified|18-24
M|52162|0|35|other or not specified|35-44
M|60102|2|25|artist|25-34
M|02125|13|50|retired|50-55
M|61081|7|45|executive/managerial|45-49
M|07087|20|18|writer|18-24
M|90027|1|50|academic/educator|50-55
M|94720|1|25|academic/educator|25-34
F|48219|4|25|college/grad student|25-34
M|95125|11|25|lawyer|25-34
M|60515|12|25|programmer|25-34
F|43235|4|18|college/grad student|18-24
F|94519|20|45|writer|45-49
M|91006|4|18|college/grad student|18-24
F|94043|7|25|executive/managerial|25-34
F|48316|1|25|academic/educator|25-34
M|32720|4|18|college/grad student|18-24
F|11215|20|35|writer|35-44
F|50111|20|25|writer|25-34
F|02144|14|18|sales/marketing|18-24
M|11803|10|1|K-12 student|Under 18
F|10014|0|35|other or not specified|35-44
M|92627|15|35|scientist|35-44
M|22030|4|25|college/grad student|25-34
M|80461|17|25|technician/engineer|25-34
M|98225|4|18|college/grad student|18-24
M|92649|0|35|other or not specified|35-44
F|94598|20|35|writer|35-44
M|94587|2|35|artist|35-44
M|10573|0|50|other or not specified|50-55
M|48188|7|25|executive/managerial|25-34
M|94134|13|56|retired|56+
F|76205|20|35|writer|35-44
